Gene stable ID,9ca1b249-c310-4c30-83ea-2558b46f5332
ENSG00000143878,14477
ENSG00000143882,10283
ENSG00000143889,4595
ENSG00000143891,796
ENSG00000143919,1077
ENSG00000143921,1
ENSG00000143924,11142
ENSG00000143933,90743
ENSG00000143942,447
ENSG00000143947,81406
ENSG00000143951,984
ENSG00000143952,7768
ENSG00000143954,0
ENSG00000143970,4793
ENSG00000143971,1636
ENSG00000143977,3197
ENSG00000143994,149
ENSG00000143995,788
ENSG00000144010,0
ENSG00000144015,0
ENSG00000144021,6236
ENSG00000144026,1981
ENSG00000144028,23586
ENSG00000144029,1885
ENSG00000144031,313
ENSG00000144034,1884
ENSG00000144035,5
ENSG00000144036,4007
ENSG00000144040,2022
ENSG00000144043,14647
ENSG00000144045,1
ENSG00000144048,2803
ENSG00000144057,116
ENSG00000144061,441
ENSG00000144063,185
ENSG00000144115,2673
ENSG00000144118,1647
ENSG00000144119,45
ENSG00000144120,966
ENSG00000144130,16
ENSG00000144134,763
ENSG00000144136,4436
ENSG00000144152,2038
ENSG00000144158,3
ENSG00000144161,2266
ENSG00000144182,473
ENSG00000144188,0
ENSG00000144191,0
ENSG00000144199,1010
ENSG00000144214,245
ENSG00000144218,6
ENSG00000144224,10770
ENSG00000144227,0
ENSG00000144228,2466
ENSG00000144229,55
ENSG00000144230,22
ENSG00000144231,4409
ENSG00000144233,4535
ENSG00000144278,2681
ENSG00000144283,10404
ENSG00000144285,0
ENSG00000144290,1
ENSG00000144306,1402
ENSG00000144320,2478
ENSG00000144331,4
ENSG00000144339,0
ENSG00000144354,1480
ENSG00000144355,9
ENSG00000144357,3363
ENSG00000144362,211
ENSG00000144366,862
ENSG00000144369,1445
ENSG00000144381,31207
ENSG00000144395,197
ENSG00000144401,357
ENSG00000144406,27
ENSG00000144407,3
ENSG00000144410,1
ENSG00000144426,588
ENSG00000144445,739
ENSG00000144451,603
ENSG00000144452,4
ENSG00000144455,7072
ENSG00000144460,0
ENSG00000144468,1235
ENSG00000144476,345
ENSG00000144481,2
ENSG00000144485,484
ENSG00000144488,1526
ENSG00000144504,686
ENSG00000144524,2632
ENSG00000144535,796
ENSG00000144550,258
ENSG00000144554,2786
ENSG00000144559,762
ENSG00000144560,8307
ENSG00000144566,5164
ENSG00000144567,5344
ENSG00000144579,3276
ENSG00000144580,4344
ENSG00000144583,6
ENSG00000144589,1511
ENSG00000144591,946
ENSG00000144596,22
ENSG00000144597,3595
ENSG00000144619,753
ENSG00000144635,2393
ENSG00000144642,125
ENSG00000144644,1
ENSG00000144645,2669
ENSG00000144647,1656
ENSG00000144648,71
ENSG00000144649,5524
ENSG00000144655,1610
ENSG00000144659,2266
ENSG00000144668,19345
ENSG00000144671,3
ENSG00000144674,18064
ENSG00000144677,4861
ENSG00000144681,1868
ENSG00000144711,3053
ENSG00000144712,957
ENSG00000144713,98436
ENSG00000144724,473
ENSG00000144730,3707
ENSG00000144736,869
ENSG00000144741,1078
ENSG00000144744,2299
ENSG00000144746,3642
ENSG00000144747,2951
ENSG00000144749,3953
ENSG00000144771,0
ENSG00000144785,5
ENSG00000144791,2924
ENSG00000144792,217
ENSG00000144802,352
ENSG00000144810,837
ENSG00000144815,1675
ENSG00000144820,0
ENSG00000144821,210
ENSG00000144824,243
ENSG00000144827,2018
ENSG00000144834,222
ENSG00000144837,1232
ENSG00000144840,1813
ENSG00000144843,934
ENSG00000144847,45
ENSG00000144848,3331
ENSG00000144852,279
ENSG00000144857,5637
ENSG00000144867,6253
ENSG00000144868,35
ENSG00000144891,6
ENSG00000144893,300
ENSG00000144895,9871
ENSG00000144908,15
ENSG00000144909,1727
ENSG00000144935,658
ENSG00000144959,99
ENSG00000144962,6
ENSG00000145002,58
ENSG00000145012,12606
ENSG00000145014,684
ENSG00000145016,5440
ENSG00000145020,130
ENSG00000145022,1704
ENSG00000145029,288
ENSG00000145040,16
ENSG00000145041,3133
ENSG00000145050,2007
ENSG00000145063,66
ENSG00000145075,310
ENSG00000145087,7
ENSG00000145088,170
ENSG00000145103,894
ENSG00000145107,7
ENSG00000145113,96
ENSG00000145147,726
ENSG00000145191,5165
ENSG00000145192,7
ENSG00000145194,6081
ENSG00000145198,35
ENSG00000145214,1191
ENSG00000145216,3201
ENSG00000145217,416
ENSG00000145220,991
ENSG00000145241,2248
ENSG00000145242,2
ENSG00000145244,118
ENSG00000145246,1486
ENSG00000145247,3840
ENSG00000145248,7
ENSG00000145283,48
ENSG00000145284,1980
ENSG00000145287,39
ENSG00000145293,3757
ENSG00000145309,0
ENSG00000145321,0
ENSG00000145331,427
ENSG00000145332,1625
ENSG00000145335,11
ENSG00000145337,310
ENSG00000145348,2225
ENSG00000145349,4647
ENSG00000145354,1939
ENSG00000145358,15
ENSG00000145362,156
ENSG00000145365,1767
ENSG00000145375,877
ENSG00000145384,1
ENSG00000145386,1442
ENSG00000145388,1978
ENSG00000145390,3570
ENSG00000145391,4260
ENSG00000145414,711
ENSG00000145416,218
ENSG00000145423,2350
ENSG00000145425,73932
ENSG00000145428,63
ENSG00000145431,238
ENSG00000145439,693
ENSG00000145451,0
ENSG00000145476,2771
ENSG00000145491,5
ENSG00000145494,962
ENSG00000145495,17091
ENSG00000145506,368
ENSG00000145526,1
ENSG00000145536,19
ENSG00000145545,851
ENSG00000145555,25096
ENSG00000145569,846
ENSG00000145592,92358
ENSG00000145604,5678
ENSG00000145623,5260
ENSG00000145626,0
ENSG00000145632,8800
ENSG00000145642,2
ENSG00000145649,55
ENSG00000145675,3409
ENSG00000145681,6
ENSG00000145685,4039
ENSG00000145687,1649
ENSG00000145692,24
ENSG00000145700,144
ENSG00000145703,278
ENSG00000145708,2
ENSG00000145715,1299
ENSG00000145721,0
ENSG00000145723,242
ENSG00000145725,2345
ENSG00000145730,10281
ENSG00000145734,1603
ENSG00000145736,50
ENSG00000145740,4227
ENSG00000145741,16425
ENSG00000145743,992
ENSG00000145757,20
ENSG00000145777,66
ENSG00000145779,488
ENSG00000145780,1131
ENSG00000145781,650
ENSG00000145782,1570
ENSG00000145794,19
ENSG00000145808,7
ENSG00000145817,2272
ENSG00000145819,165
ENSG00000145824,178
ENSG00000145826,0
ENSG00000145832,0
ENSG00000145833,3316
ENSG00000145835,0
ENSG00000145839,0
ENSG00000145850,1
ENSG00000145860,2841
ENSG00000145861,10
ENSG00000145863,0
ENSG00000145864,6
ENSG00000145868,1519
ENSG00000145879,1
ENSG00000145882,532
ENSG00000145888,0
ENSG00000145901,2866
ENSG00000145907,10143
ENSG00000145908,795
ENSG00000145911,761
ENSG00000145912,2449
ENSG00000145916,1695
ENSG00000145919,2621
ENSG00000145920,2
ENSG00000145934,8
ENSG00000145936,1603
ENSG00000145945,8
ENSG00000145949,411
ENSG00000145975,0
ENSG00000145979,1560
ENSG00000145982,528
ENSG00000145990,1544
ENSG00000145996,2344
ENSG00000146001,10
ENSG00000146005,1
ENSG00000146006,4
ENSG00000146007,3930
ENSG00000146013,13447
ENSG00000146021,276
ENSG00000146038,12
ENSG00000146039,0
ENSG00000146047,0
ENSG00000146049,0
ENSG00000146054,7
ENSG00000146063,744
ENSG00000146066,1012
ENSG00000146067,1559
ENSG00000146070,185
ENSG00000146072,1794
ENSG00000146083,3143
ENSG00000146085,2680
ENSG00000146090,33
ENSG00000146094,371
ENSG00000146109,2916
ENSG00000146112,1590
ENSG00000146122,165
ENSG00000146143,1533
ENSG00000146147,14
ENSG00000146151,9
ENSG00000146166,3
ENSG00000146192,174
ENSG00000146197,8536
ENSG00000146205,311
ENSG00000146215,29
ENSG00000146216,23
ENSG00000146221,27
ENSG00000146223,15135
ENSG00000146232,758
ENSG00000146233,1047
ENSG00000146242,496
ENSG00000146243,1070
ENSG00000146247,8147
ENSG00000146250,4
ENSG00000146263,2194
ENSG00000146267,1530
ENSG00000146276,3
ENSG00000146278,4995
ENSG00000146281,3006
ENSG00000146282,3227
ENSG00000146285,11
ENSG00000146350,657
ENSG00000146352,0
ENSG00000146360,0
ENSG00000146373,1898
ENSG00000146374,430
ENSG00000146376,423
ENSG00000146378,0
ENSG00000146383,0
ENSG00000146385,0
ENSG00000146386,2347
ENSG00000146399,0
ENSG00000146409,2159
ENSG00000146410,115
ENSG00000146411,328
ENSG00000146414,925
ENSG00000146416,2337
ENSG00000146425,2470
ENSG00000146426,441
ENSG00000146433,7542
ENSG00000146453,6
ENSG00000146457,3639
ENSG00000146463,9644
ENSG00000146469,3
ENSG00000146476,683
ENSG00000146477,19
ENSG00000146521,24
ENSG00000146530,171
ENSG00000146535,2498
ENSG00000146540,1084
ENSG00000146555,126
ENSG00000146556,109
ENSG00000146574,304
ENSG00000146576,1157
ENSG00000146587,1772
ENSG00000146592,43
ENSG00000146618,0
ENSG00000146648,5144
ENSG00000146666,0
ENSG00000146670,2586
ENSG00000146674,5254
ENSG00000146676,12524
ENSG00000146677,138
ENSG00000146678,3
ENSG00000146700,197
ENSG00000146701,17509
ENSG00000146707,630
ENSG00000146722,1
ENSG00000146729,5964
ENSG00000146731,16260
ENSG00000146733,1113
ENSG00000146755,17
ENSG00000146757,1546
ENSG00000146776,2123
ENSG00000146802,2270
ENSG00000146809,1
ENSG00000146826,921
ENSG00000146828,3093
ENSG00000146830,7712
ENSG00000146833,1639
ENSG00000146834,5370
ENSG00000146839,75
ENSG00000146842,6680
ENSG00000146856,378
ENSG00000146857,4
ENSG00000146858,1259
ENSG00000146859,852
ENSG00000146872,2205
ENSG00000146904,5743
ENSG00000146909,2659
ENSG00000146910,2
ENSG00000146918,3021
ENSG00000146926,3
ENSG00000146938,31
ENSG00000146950,1792
ENSG00000146955,23
ENSG00000146963,4706
ENSG00000146966,50
ENSG00000147003,258
ENSG00000147010,446
ENSG00000147027,288
ENSG00000147036,25
ENSG00000147041,2
ENSG00000147044,3167
ENSG00000147050,3991
ENSG00000147059,2
ENSG00000147065,8719
ENSG00000147081,0
ENSG00000147082,12
ENSG00000147099,1035
ENSG00000147100,2192
ENSG00000147113,330
ENSG00000147117,17
ENSG00000147118,636
ENSG00000147119,144
ENSG00000147121,1129
ENSG00000147123,3115
ENSG00000147124,710
ENSG00000147127,52
ENSG00000147130,3099
ENSG00000147133,4500
ENSG00000147138,4
ENSG00000147140,30992
ENSG00000147144,5233
ENSG00000147145,8
ENSG00000147155,2476
ENSG00000147160,0
ENSG00000147162,26939
ENSG00000147164,5881
ENSG00000147166,33
ENSG00000147168,409
ENSG00000147174,147
ENSG00000147180,2565
ENSG00000147183,0
ENSG00000147202,1421
ENSG00000147206,7
ENSG00000147223,10
ENSG00000147224,1534
ENSG00000147231,575
ENSG00000147234,6
ENSG00000147246,0
ENSG00000147251,1501
ENSG00000147255,18
ENSG00000147256,1
ENSG00000147257,111
ENSG00000147262,0
ENSG00000147274,12674
ENSG00000147316,1342
ENSG00000147324,2383
ENSG00000147364,2523
ENSG00000147378,6
ENSG00000147381,0
ENSG00000147383,1692
ENSG00000147394,454
ENSG00000147400,3397
ENSG00000147403,95649
ENSG00000147408,172
ENSG00000147416,3280
ENSG00000147419,1722
ENSG00000147421,898
ENSG00000147432,0
ENSG00000147434,4
ENSG00000147437,116
ENSG00000147439,591
ENSG00000147443,104
ENSG00000147454,4547
ENSG00000147457,2052
ENSG00000147459,6408
ENSG00000147465,170
ENSG00000147471,3152
ENSG00000147475,4855
ENSG00000147481,0
ENSG00000147485,778
ENSG00000147488,10
ENSG00000147509,9
ENSG00000147526,1715
ENSG00000147533,3996
ENSG00000147535,3881
ENSG00000147536,577
ENSG00000147548,7674
ENSG00000147570,31
ENSG00000147571,1
ENSG00000147573,3
ENSG00000147576,509
ENSG00000147586,399
ENSG00000147588,5
ENSG00000147592,1041
ENSG00000147596,0
ENSG00000147601,1593
ENSG00000147604,118032
ENSG00000147606,20
ENSG00000147613,0
ENSG00000147614,4
ENSG00000147642,95
ENSG00000147647,1
ENSG00000147649,11018
ENSG00000147650,2505
ENSG00000147654,1751
ENSG00000147655,0
ENSG00000147669,3950
ENSG00000147676,19675
ENSG00000147677,26708
ENSG00000147679,3081
ENSG00000147684,9657
ENSG00000147687,3622
ENSG00000147689,503
ENSG00000147697,235
ENSG00000147724,1
ENSG00000147753,0
ENSG00000147761,0
ENSG00000147789,3519
ENSG00000147799,4069
ENSG00000147804,4684
ENSG00000147813,2982
ENSG00000147852,1703
ENSG00000147853,7247
ENSG00000147854,7671
ENSG00000147862,84324
ENSG00000147869,0
ENSG00000147872,5870
ENSG00000147873,2
ENSG00000147874,5340
ENSG00000147883,2480
ENSG00000147885,0
ENSG00000147889,6956
ENSG00000147894,784
ENSG00000147896,2
ENSG00000147905,3447
ENSG00000147912,704
ENSG00000147955,6467
ENSG00000147996,558
ENSG00000148019,3140
ENSG00000148053,122
ENSG00000148057,196
ENSG00000148082,142
ENSG00000148090,565
ENSG00000148110,5569
ENSG00000148120,698
ENSG00000148123,4
ENSG00000148136,0
ENSG00000148143,12391
ENSG00000148153,3425
ENSG00000148154,1908
ENSG00000148156,0
ENSG00000148158,3850
ENSG00000148175,16659
ENSG00000148180,55793
ENSG00000148187,1892
ENSG00000148200,779
ENSG00000148204,30
ENSG00000148215,1
ENSG00000148218,3964
ENSG00000148219,261
ENSG00000148225,1130
ENSG00000148229,8539
ENSG00000148248,25816
ENSG00000148288,1506
ENSG00000148290,1799
ENSG00000148291,1155
ENSG00000148296,4694
ENSG00000148297,3664
ENSG00000148300,2814
ENSG00000148303,117895
ENSG00000148308,4018
ENSG00000148331,2518
ENSG00000148334,2670
ENSG00000148335,836
ENSG00000148337,14068
ENSG00000148339,1682
ENSG00000148341,2744
ENSG00000148343,1401
ENSG00000148344,114
ENSG00000148346,25479
ENSG00000148356,2909
ENSG00000148357,65
ENSG00000148358,12971
ENSG00000148362,2682
ENSG00000148377,7
ENSG00000148384,1481
ENSG00000148386,0
ENSG00000148396,12842
ENSG00000148399,1861
ENSG00000148400,2309
ENSG00000148408,120
ENSG00000148411,736
ENSG00000148426,1568
ENSG00000148429,7827
ENSG00000148444,1944
ENSG00000148450,905
ENSG00000148459,640
ENSG00000148468,6457
ENSG00000148481,1233
ENSG00000148482,14
ENSG00000148483,17
ENSG00000148484,6008
ENSG00000148488,44
ENSG00000148498,2959
ENSG00000148513,1
ENSG00000148516,412
ENSG00000148541,31
ENSG00000148572,1843
ENSG00000148584,10
ENSG00000148600,102
ENSG00000148602,11
ENSG00000148604,673
ENSG00000148606,4391
ENSG00000148634,4111
ENSG00000148655,27
ENSG00000148660,2913
ENSG00000148671,0
ENSG00000148672,18253
ENSG00000148677,5
ENSG00000148680,5
ENSG00000148688,1969
ENSG00000148690,1845
ENSG00000148700,3138
ENSG00000148702,2
ENSG00000148704,1
ENSG00000148719,3814
ENSG00000148730,22037
ENSG00000148734,57
ENSG00000148735,4004
ENSG00000148737,7288
ENSG00000148773,3891
ENSG00000148795,11
ENSG00000148798,110
ENSG00000148803,509
ENSG00000148814,474
ENSG00000148824,305
ENSG00000148826,0
ENSG00000148832,175
ENSG00000148834,3273
ENSG00000148835,469
ENSG00000148840,6520
ENSG00000148841,3176
ENSG00000148842,2017
ENSG00000148843,8374
ENSG00000148848,2102
ENSG00000148908,1447
ENSG00000148925,894
ENSG00000148926,218
ENSG00000148935,110
ENSG00000148942,1
ENSG00000148943,2463
ENSG00000148948,23
ENSG00000148950,473
ENSG00000148965,46
ENSG00000148985,2346
ENSG00000149016,1027
ENSG00000149021,0
ENSG00000149043,5201
ENSG00000149050,15
ENSG00000149054,4
ENSG00000149084,5649
ENSG00000149089,1079
ENSG00000149090,60
ENSG00000149091,4318
ENSG00000149100,5183
ENSG00000149115,7483
ENSG00000149124,0
ENSG00000149131,8961
ENSG00000149133,0
ENSG00000149136,19186
ENSG00000149150,1996
ENSG00000149177,1380
ENSG00000149179,1547
ENSG00000149182,4519
ENSG00000149187,6197
ENSG00000149196,1537
ENSG00000149201,57
ENSG00000149212,446
ENSG00000149218,1244
ENSG00000149231,756
ENSG00000149243,867
ENSG00000149256,106
ENSG00000149257,14783
ENSG00000149260,550
ENSG00000149262,2112
ENSG00000149269,6571
ENSG00000149273,165981
ENSG00000149289,471
ENSG00000149292,369
ENSG00000149294,60
ENSG00000149295,687
ENSG00000149300,10
ENSG00000149305,0
ENSG00000149308,1106
ENSG00000149311,1694
ENSG00000149313,2305
ENSG00000149328,4289
ENSG00000149346,2039
ENSG00000149357,3500
ENSG00000149380,77
ENSG00000149403,6
ENSG00000149418,13912
ENSG00000149428,15528
ENSG00000149435,0
ENSG00000149443,0
ENSG00000149451,7
ENSG00000149452,0
ENSG00000149474,2228
ENSG00000149476,665
ENSG00000149480,11406
ENSG00000149483,724
ENSG00000149485,1130
ENSG00000149488,18
ENSG00000149489,187
ENSG00000149499,3052
ENSG00000149503,894
ENSG00000149506,50
ENSG00000149507,0
ENSG00000149516,0
ENSG00000149527,149
ENSG00000149531,39
ENSG00000149532,5046
ENSG00000149534,2
ENSG00000149541,3408
ENSG00000149547,8806
ENSG00000149548,195
ENSG00000149554,1645
ENSG00000149557,114
ENSG00000149564,759
ENSG00000149571,978
ENSG00000149573,4407
ENSG00000149575,1
ENSG00000149577,2275
ENSG00000149582,1244
ENSG00000149591,14292
ENSG00000149596,24
ENSG00000149599,21
ENSG00000149600,2244
ENSG00000149609,20
ENSG00000149633,1524
ENSG00000149634,77
ENSG00000149635,0
ENSG00000149636,2010
ENSG00000149639,15091
ENSG00000149646,5
ENSG00000149651,0
ENSG00000149654,2
ENSG00000149656,0
ENSG00000149657,8719
ENSG00000149658,7474
ENSG00000149679,3254
ENSG00000149716,1217
ENSG00000149735,60
ENSG00000149742,0
ENSG00000149743,796
ENSG00000149761,747
ENSG00000149781,325
ENSG00000149782,2978
ENSG00000149792,3376
ENSG00000149798,931
ENSG00000149806,15057
ENSG00000149809,2253
ENSG00000149823,5126
ENSG00000149922,252
ENSG00000149923,9531
ENSG00000149925,57281
ENSG00000149926,11
ENSG00000149927,93
ENSG00000149929,1129
ENSG00000149930,4935
ENSG00000149932,6812
ENSG00000149948,3
ENSG00000149968,40
ENSG00000149970,443
ENSG00000149972,1
ENSG00000150045,2
ENSG00000150048,60
ENSG00000150051,7
ENSG00000150054,1089
ENSG00000150076,100
ENSG00000150093,18077
ENSG00000150175,0
ENSG00000150201,0
ENSG00000150244,0
ENSG00000150261,0
ENSG00000150269,0
ENSG00000150275,2
ENSG00000150276,1
ENSG00000150281,951
ENSG00000150316,1709
ENSG00000150337,97
ENSG00000150347,12023
ENSG00000150361,0
ENSG00000150394,33
ENSG00000150401,1541
ENSG00000150403,4300
ENSG00000150433,491
ENSG00000150455,338
ENSG00000150456,431
ENSG00000150457,1129
ENSG00000150459,4356
ENSG00000150471,20
ENSG00000150477,574
ENSG00000150510,605
ENSG00000150526,4
ENSG00000150527,60
ENSG00000150540,382
ENSG00000150551,346
ENSG00000150556,5
ENSG00000150593,11334
ENSG00000150594,38
ENSG00000150625,0
ENSG00000150627,251
ENSG00000150628,4
ENSG00000150630,137
ENSG00000150636,153
ENSG00000150637,97
ENSG00000150656,27
ENSG00000150667,6
ENSG00000150672,344
ENSG00000150676,0
ENSG00000150681,20
ENSG00000150687,992
ENSG00000150712,17181
ENSG00000150722,17
ENSG00000150732,0
ENSG00000150750,0
ENSG00000150753,29386
ENSG00000150756,904
ENSG00000150760,4416
ENSG00000150764,1856
ENSG00000150768,1745
ENSG00000150773,57
ENSG00000150776,2557
ENSG00000150779,783
ENSG00000150782,699
ENSG00000150783,5
ENSG00000150787,635
ENSG00000150867,523
ENSG00000150873,68
ENSG00000150893,1335
ENSG00000150907,294
ENSG00000150938,18264
ENSG00000150961,1421
ENSG00000150967,1237
ENSG00000150977,532
ENSG00000150990,1908
ENSG00000150991,36663
ENSG00000150995,529
ENSG00000151005,3
ENSG00000151006,394
ENSG00000151012,308
ENSG00000151014,584
ENSG00000151023,34
ENSG00000151025,5
ENSG00000151033,0
ENSG00000151062,235
ENSG00000151065,1223
ENSG00000151067,177
ENSG00000151079,0
ENSG00000151090,10
ENSG00000151092,2238
ENSG00000151093,1345
ENSG00000151116,1176
ENSG00000151117,506
ENSG00000151131,562
ENSG00000151135,6094
ENSG00000151136,26
ENSG00000151148,4860
ENSG00000151150,9372
ENSG00000151151,1100
ENSG00000151164,165
ENSG00000151176,4841
ENSG00000151208,3878
ENSG00000151224,1005
ENSG00000151229,1362
ENSG00000151233,4270
ENSG00000151239,3589
ENSG00000151240,4486
ENSG00000151247,2942
ENSG00000151276,2377
ENSG00000151287,640
ENSG00000151292,1779
ENSG00000151303,63
ENSG00000151304,613
ENSG00000151320,420
ENSG00000151322,464
ENSG00000151327,2637
ENSG00000151332,840
ENSG00000151338,504
ENSG00000151348,6576
ENSG00000151353,2485
ENSG00000151360,0
ENSG00000151364,623
ENSG00000151365,145
ENSG00000151366,3179
ENSG00000151376,247
ENSG00000151379,0
ENSG00000151388,430
ENSG00000151413,673
ENSG00000151414,2404
ENSG00000151418,0
ENSG00000151422,1412
ENSG00000151445,1084
ENSG00000151458,2612
ENSG00000151461,6975
ENSG00000151465,8928
ENSG00000151466,708
ENSG00000151468,328
ENSG00000151470,284
ENSG00000151474,1642
ENSG00000151475,0
ENSG00000151490,42
ENSG00000151491,2091
ENSG00000151498,2083
ENSG00000151500,1965
ENSG00000151502,2814
ENSG00000151503,2808
ENSG00000151532,1506
ENSG00000151552,1363
ENSG00000151553,3298
ENSG00000151572,35
ENSG00000151575,338
ENSG00000151576,2941
ENSG00000151577,2
ENSG00000151611,864
ENSG00000151612,166
ENSG00000151615,0
ENSG00000151617,283
ENSG00000151623,327
ENSG00000151631,8
ENSG00000151632,748
ENSG00000151640,328
ENSG00000151650,12
ENSG00000151651,246
ENSG00000151655,78
ENSG00000151657,2007
ENSG00000151665,1341
ENSG00000151687,184
ENSG00000151689,657
ENSG00000151690,6063
ENSG00000151692,6799
ENSG00000151693,2794
ENSG00000151694,6129
ENSG00000151702,216
ENSG00000151704,0
ENSG00000151715,36
ENSG00000151718,111
ENSG00000151725,3120
ENSG00000151726,5880
ENSG00000151729,2760
ENSG00000151743,506
ENSG00000151746,3707
ENSG00000151748,11760
ENSG00000151773,162
ENSG00000151778,11
ENSG00000151779,5427
ENSG00000151789,428
ENSG00000151790,106
ENSG00000151806,3615
ENSG00000151812,22
ENSG00000151834,0
ENSG00000151835,875
ENSG00000151838,0
ENSG00000151846,157
ENSG00000151849,595
ENSG00000151876,771
ENSG00000151881,1281
ENSG00000151882,129
ENSG00000151883,130
ENSG00000151892,11
ENSG00000151893,2752
ENSG00000151914,14154
ENSG00000151917,431
ENSG00000151923,2729
ENSG00000151929,2763
ENSG00000151948,60
ENSG00000151952,1
ENSG00000151962,8
ENSG00000151963,8
ENSG00000151967,327
ENSG00000152034,0
ENSG00000152049,185
ENSG00000152056,138
ENSG00000152061,8599
ENSG00000152076,216
ENSG00000152078,2011
ENSG00000152082,3573
ENSG00000152086,11
ENSG00000152092,12
ENSG00000152093,0
ENSG00000152102,13492
ENSG00000152104,7396
ENSG00000152117,1467
ENSG00000152127,20065
ENSG00000152128,53
ENSG00000152133,1378
ENSG00000152137,191
ENSG00000152147,1670
ENSG00000152154,62
ENSG00000152192,1199
ENSG00000152193,1647
ENSG00000152207,24
ENSG00000152208,0
ENSG00000152213,208
ENSG00000152214,0
ENSG00000152217,1423
ENSG00000152219,1470
ENSG00000152223,3465
ENSG00000152229,1649
ENSG00000152234,31600
ENSG00000152240,1237
ENSG00000152242,4620
ENSG00000152253,394
ENSG00000152254,0
ENSG00000152256,5377
ENSG00000152266,0
ENSG00000152270,336
ENSG00000152284,11231
ENSG00000152291,19618
ENSG00000152292,14
ENSG00000152315,10
ENSG00000152332,13915
ENSG00000152348,557
ENSG00000152359,503
ENSG00000152377,252
ENSG00000152380,30
ENSG00000152382,1400
ENSG00000152402,147
ENSG00000152404,836
ENSG00000152409,3556
ENSG00000152413,1616
ENSG00000152422,348
ENSG00000152430,3
ENSG00000152433,346
ENSG00000152439,1154
ENSG00000152443,3879
ENSG00000152454,1036
ENSG00000152455,1880
ENSG00000152457,1580
ENSG00000152463,184
ENSG00000152464,1898
ENSG00000152465,1407
ENSG00000152467,68
ENSG00000152475,126
ENSG00000152484,1693
ENSG00000152492,6147
ENSG00000152495,29
ENSG00000152503,313
ENSG00000152518,3402
ENSG00000152520,2979
ENSG00000152527,150
ENSG00000152556,6710
ENSG00000152558,27170
ENSG00000152578,4
ENSG00000152580,32
ENSG00000152582,1859
ENSG00000152583,3665
ENSG00000152591,3
ENSG00000152592,0
ENSG00000152595,0
ENSG00000152601,6243
ENSG00000152611,3
ENSG00000152620,3874
ENSG00000152642,5280
ENSG00000152661,790
ENSG00000152669,298
ENSG00000152670,1
ENSG00000152672,622
ENSG00000152683,5522
ENSG00000152684,715
ENSG00000152689,451
ENSG00000152700,1371
ENSG00000152705,15
ENSG00000152749,3433
ENSG00000152760,5
ENSG00000152763,434
ENSG00000152766,161
ENSG00000152767,45036
ENSG00000152778,879
ENSG00000152779,0
ENSG00000152782,1068
ENSG00000152784,14
ENSG00000152785,0
ENSG00000152795,14684
ENSG00000152804,42
ENSG00000152818,3304
ENSG00000152822,4
ENSG00000152894,8896
ENSG00000152904,3021
ENSG00000152910,2
ENSG00000152926,4076
ENSG00000152931,3057
ENSG00000152932,11
ENSG00000152936,0
ENSG00000152939,1427
ENSG00000152942,1913
ENSG00000152944,1138
ENSG00000152952,2433
ENSG00000152953,18
ENSG00000152954,0
ENSG00000152969,16
ENSG00000152977,2034
ENSG00000152990,9631
ENSG00000153002,12
ENSG00000153006,1581
ENSG00000153012,92
ENSG00000153015,1267
ENSG00000153029,1532
ENSG00000153037,1161
ENSG00000153044,888
ENSG00000153046,1129
ENSG00000153048,1839
ENSG00000153060,46
ENSG00000153064,24
ENSG00000153066,1740
ENSG00000153071,758
ENSG00000153086,19
ENSG00000153093,13
ENSG00000153094,2580
ENSG00000153107,2080
ENSG00000153113,12662
ENSG00000153130,5700
ENSG00000153132,9
ENSG00000153140,835
ENSG00000153147,10687
ENSG00000153157,524
ENSG00000153162,732
ENSG00000153165,10
ENSG00000153179,11723
ENSG00000153187,32966
ENSG00000153201,11882
ENSG00000153207,6970
ENSG00000153208,71
ENSG00000153214,3372
ENSG00000153230,25
ENSG00000153233,28
ENSG00000153234,810
ENSG00000153237,154
ENSG00000153246,319
ENSG00000153250,6354
ENSG00000153253,1
ENSG00000153266,0
ENSG00000153283,390
ENSG00000153291,921
ENSG00000153292,0
ENSG00000153294,1
ENSG00000153303,2
ENSG00000153310,6340
ENSG00000153317,4241
ENSG00000153339,4140
ENSG00000153347,6
ENSG00000153363,750
ENSG00000153391,855
ENSG00000153395,6731
ENSG00000153404,1816
ENSG00000153406,1700
ENSG00000153443,847
ENSG00000153446,69
ENSG00000153485,563
ENSG00000153487,1854
ENSG00000153495,17
ENSG00000153498,0
ENSG00000153531,405
ENSG00000153551,13361
ENSG00000153558,1204
ENSG00000153560,11201
ENSG00000153561,8623
ENSG00000153563,357
ENSG00000153574,3540
ENSG00000153684,0
ENSG00000153707,262
ENSG00000153714,110
ENSG00000153721,644
ENSG00000153767,1504
ENSG00000153774,2514
ENSG00000153779,0
ENSG00000153786,3925
ENSG00000153789,1
ENSG00000153790,203
ENSG00000153802,3
ENSG00000153814,123
ENSG00000153815,6100
ENSG00000153820,0
ENSG00000153822,0
ENSG00000153823,19
ENSG00000153827,8370
ENSG00000153832,111
ENSG00000153879,8876
ENSG00000153885,6071
ENSG00000153896,879
ENSG00000153898,1372
ENSG00000153902,507
ENSG00000153904,10596
ENSG00000153914,3510
ENSG00000153922,2891
ENSG00000153923,1
ENSG00000153930,0
ENSG00000153933,1400
ENSG00000153936,4493
ENSG00000153944,5325
