Gene stable ID,db7a781d-67d2-4859-a6f5-c167cd64d149
ENSG00000185046,310
ENSG00000185049,1834
ENSG00000185052,2548
ENSG00000185053,0
ENSG00000185055,26
ENSG00000185056,3
ENSG00000185065,17
ENSG00000185069,0
ENSG00000185070,2286
ENSG00000185074,0
ENSG00000185078,6
ENSG00000185085,2500
ENSG00000185087,0
ENSG00000185088,6546
ENSG00000185090,534
ENSG00000185100,689
ENSG00000185101,572
ENSG00000185104,3910
ENSG00000185105,2
ENSG00000185112,1266
ENSG00000185115,1250
ENSG00000185122,4244
ENSG00000185127,2573
ENSG00000185129,3782
ENSG00000185130,3
ENSG00000185133,560
ENSG00000185149,0
ENSG00000185155,9
ENSG00000185156,27
ENSG00000185158,412
ENSG00000185163,995
ENSG00000185164,1075
ENSG00000185168,6
ENSG00000185176,0
ENSG00000185177,0
ENSG00000185182,0
ENSG00000185186,2
ENSG00000185187,1315
ENSG00000185189,1491
ENSG00000185198,1
ENSG00000185201,12560
ENSG00000185203,0
ENSG00000185215,4025
ENSG00000185219,2297
ENSG00000185220,660
ENSG00000185221,1
ENSG00000185222,4865
ENSG00000185231,0
ENSG00000185236,4307
ENSG00000185238,1115
ENSG00000185245,14
ENSG00000185246,1809
ENSG00000185247,1
ENSG00000185250,327
ENSG00000185252,634
ENSG00000185261,424
ENSG00000185262,1942
ENSG00000185264,0
ENSG00000185267,63
ENSG00000185269,14
ENSG00000185271,6
ENSG00000185272,162
ENSG00000185274,61
ENSG00000185275,45
ENSG00000185278,1165
ENSG00000185290,7
ENSG00000185291,654
ENSG00000185294,1
ENSG00000185296,0
ENSG00000185298,1677
ENSG00000185303,10
ENSG00000185304,9
ENSG00000185305,3331
ENSG00000185306,0
ENSG00000185313,0
ENSG00000185319,0
ENSG00000185324,1246
ENSG00000185332,5
ENSG00000185338,122
ENSG00000185339,1596
ENSG00000185340,2153
ENSG00000185344,1778
ENSG00000185345,116
ENSG00000185347,383
ENSG00000185352,192
ENSG00000185359,4257
ENSG00000185361,2851
ENSG00000185372,0
ENSG00000185379,1039
ENSG00000185385,0
ENSG00000185386,518
ENSG00000185390,1
ENSG00000185404,1529
ENSG00000185414,2879
ENSG00000185418,1145
ENSG00000185420,758
ENSG00000185432,3601
ENSG00000185433,1
ENSG00000185436,165
ENSG00000185437,446
ENSG00000185442,4864
ENSG00000185448,3
ENSG00000185453,952
ENSG00000185467,26
ENSG00000185475,2694
ENSG00000185477,2541
ENSG00000185479,8608
ENSG00000185480,369
ENSG00000185482,292
ENSG00000185483,1105
ENSG00000185485,481
ENSG00000185495,86
ENSG00000185499,37523
ENSG00000185504,2483
ENSG00000185507,2379
ENSG00000185513,203
ENSG00000185515,3358
ENSG00000185518,373
ENSG00000185519,7
ENSG00000185522,102
ENSG00000185523,2
ENSG00000185527,51
ENSG00000185532,4511
ENSG00000185551,5057
ENSG00000185559,0
ENSG00000185561,998
ENSG00000185565,135
ENSG00000185567,11221
ENSG00000185585,7074
ENSG00000185591,13000
ENSG00000185594,1
ENSG00000185596,184
ENSG00000185607,33
ENSG00000185608,1433
ENSG00000185610,0
ENSG00000185614,169
ENSG00000185615,0
ENSG00000185619,3981
ENSG00000185621,1431
ENSG00000185624,62358
ENSG00000185627,8650
ENSG00000185630,15248
ENSG00000185631,2
ENSG00000185633,1431
ENSG00000185634,53
ENSG00000185638,0
ENSG00000185640,10
ENSG00000185641,144
ENSG00000185650,53964
ENSG00000185651,5329
ENSG00000185652,309
ENSG00000185658,6731
ENSG00000185662,0
ENSG00000185664,112
ENSG00000185666,46
ENSG00000185668,9
ENSG00000185669,95
ENSG00000185670,273
ENSG00000185674,3
ENSG00000185681,2
ENSG00000185684,769
ENSG00000185686,0
ENSG00000185689,6
ENSG00000185697,270
ENSG00000185700,0
ENSG00000185701,0
ENSG00000185710,2
ENSG00000185716,1278
ENSG00000185721,2788
ENSG00000185722,7222
ENSG00000185728,6562
ENSG00000185730,407
ENSG00000185736,11
ENSG00000185737,37
ENSG00000185739,40
ENSG00000185742,28
ENSG00000185745,3048
ENSG00000185753,1704
ENSG00000185758,2
ENSG00000185760,962
ENSG00000185761,381
ENSG00000185774,98
ENSG00000185775,1
ENSG00000185787,24379
ENSG00000185792,2
ENSG00000185798,568
ENSG00000185800,2390
ENSG00000185803,2472
ENSG00000185808,1083
ENSG00000185811,1222
ENSG00000185813,1700
ENSG00000185818,27
ENSG00000185821,0
ENSG00000185823,0
ENSG00000185825,14147
ENSG00000185829,68
ENSG00000185834,26
ENSG00000185837,4
ENSG00000185838,217
ENSG00000185839,33
ENSG00000185842,374
ENSG00000185847,0
ENSG00000185860,1
ENSG00000185862,1357
ENSG00000185863,9
ENSG00000185864,107
ENSG00000185869,453
ENSG00000185873,0
ENSG00000185875,819
ENSG00000185880,2799
ENSG00000185883,2534
ENSG00000185885,8674
ENSG00000185888,0
ENSG00000185894,0
ENSG00000185896,34068
ENSG00000185897,1
ENSG00000185899,2
ENSG00000185900,134
ENSG00000185903,0
ENSG00000185904,63
ENSG00000185905,174
ENSG00000185909,1729
ENSG00000185915,2
ENSG00000185917,883
ENSG00000185920,344
ENSG00000185924,1412
ENSG00000185926,0
ENSG00000185933,10
ENSG00000185940,0
ENSG00000185942,13
ENSG00000185946,579
ENSG00000185947,2015
ENSG00000185950,1634
ENSG00000185955,6
ENSG00000185958,19
ENSG00000185960,68
ENSG00000185962,3
ENSG00000185963,4028
ENSG00000185966,0
ENSG00000185972,88
ENSG00000185973,678
ENSG00000185974,3
ENSG00000185982,0
ENSG00000185985,17
ENSG00000185986,91
ENSG00000185988,0
ENSG00000185989,4605
ENSG00000186001,2832
ENSG00000186007,2
ENSG00000186008,2
ENSG00000186009,0
ENSG00000186010,1553
ENSG00000186017,631
ENSG00000186019,18
ENSG00000186020,787
ENSG00000186026,375
ENSG00000186038,3
ENSG00000186047,336
ENSG00000186049,0
ENSG00000186051,4
ENSG00000186056,98
ENSG00000186063,2658
ENSG00000186073,282
ENSG00000186074,257
ENSG00000186075,0
ENSG00000186076,14
ENSG00000186081,10033
ENSG00000186082,1
ENSG00000186086,165
ENSG00000186088,1230
ENSG00000186090,0
ENSG00000186092,0
ENSG00000186094,84
ENSG00000186103,0
ENSG00000186104,724
ENSG00000186105,43
ENSG00000186106,1206
ENSG00000186111,4123
ENSG00000186113,0
ENSG00000186115,1
ENSG00000186117,0
ENSG00000186118,5
ENSG00000186119,0
ENSG00000186124,0
ENSG00000186130,1454
ENSG00000186132,572
ENSG00000186136,0
ENSG00000186141,2141
ENSG00000186143,0
ENSG00000186146,0
ENSG00000186148,3
ENSG00000186150,17
ENSG00000186152,4
ENSG00000186153,2326
ENSG00000186160,2306
ENSG00000186162,551
ENSG00000186163,0
ENSG00000186166,492
ENSG00000186174,3409
ENSG00000186184,5295
ENSG00000186185,274
ENSG00000186187,1302
ENSG00000186188,294
ENSG00000186190,0
ENSG00000186191,0
ENSG00000186193,497
ENSG00000186197,421
ENSG00000186198,16
ENSG00000186204,3
ENSG00000186205,277
ENSG00000186207,0
ENSG00000186212,216
ENSG00000186222,1136
ENSG00000186223,0
ENSG00000186226,0
ENSG00000186230,395
ENSG00000186231,14
ENSG00000186232,0
ENSG00000186234,2
ENSG00000186235,20
ENSG00000186244,0
ENSG00000186260,6715
ENSG00000186265,33
ENSG00000186268,0
ENSG00000186272,843
ENSG00000186280,96
ENSG00000186281,139
ENSG00000186283,3270
ENSG00000186288,0
ENSG00000186297,0
ENSG00000186298,11109
ENSG00000186300,488
ENSG00000186301,18
ENSG00000186306,0
ENSG00000186310,855
ENSG00000186312,395
ENSG00000186314,590
ENSG00000186318,5210
ENSG00000186326,2
ENSG00000186328,0
ENSG00000186329,1
ENSG00000186334,0
ENSG00000186335,1
ENSG00000186340,178324
ENSG00000186350,4492
ENSG00000186352,487
ENSG00000186354,39
ENSG00000186364,141
ENSG00000186367,0
ENSG00000186369,0
ENSG00000186376,1084
ENSG00000186377,946
ENSG00000186393,0
ENSG00000186395,2526
ENSG00000186399,20
ENSG00000186400,0
ENSG00000186407,534
ENSG00000186409,624
ENSG00000186416,808
ENSG00000186417,31
ENSG00000186431,23
ENSG00000186432,10320
ENSG00000186439,5
ENSG00000186440,0
ENSG00000186442,13
ENSG00000186446,507
ENSG00000186448,2525
ENSG00000186451,22
ENSG00000186452,0
ENSG00000186453,3
ENSG00000186458,0
ENSG00000186462,68
ENSG00000186466,1
ENSG00000186468,32922
ENSG00000186469,3052
ENSG00000186470,4731
ENSG00000186471,0
ENSG00000186472,1064
ENSG00000186474,2
ENSG00000186479,28
ENSG00000186480,2876
ENSG00000186481,51
ENSG00000186487,0
ENSG00000186493,5753
ENSG00000186496,537
ENSG00000186501,2791
ENSG00000186508,0
ENSG00000186509,1
ENSG00000186510,5
ENSG00000186513,0
ENSG00000186517,2292
ENSG00000186522,6161
ENSG00000186523,59
ENSG00000186526,3
ENSG00000186529,17
ENSG00000186532,887
ENSG00000186543,1
ENSG00000186562,0
ENSG00000186564,83
ENSG00000186566,4935
ENSG00000186567,109
ENSG00000186572,0
ENSG00000186575,1438
ENSG00000186577,1584
ENSG00000186579,0
ENSG00000186583,10
ENSG00000186591,16413
ENSG00000186594,1702
ENSG00000186599,0
ENSG00000186603,10
ENSG00000186615,434
ENSG00000186625,1299
ENSG00000186628,3
ENSG00000186635,6937
ENSG00000186638,239
ENSG00000186642,569
ENSG00000186645,0
ENSG00000186648,22
ENSG00000186652,7
ENSG00000186654,620
ENSG00000186660,8177
ENSG00000186665,1068
ENSG00000186666,593
ENSG00000186675,19
ENSG00000186676,121
ENSG00000186678,0
ENSG00000186684,124
ENSG00000186687,1223
ENSG00000186704,58
ENSG00000186710,3
ENSG00000186714,4
ENSG00000186715,8
ENSG00000186716,2856
ENSG00000186723,4
ENSG00000186732,5
ENSG00000186743,3
ENSG00000186765,21
ENSG00000186766,10
ENSG00000186767,347
ENSG00000186777,5
ENSG00000186787,88
ENSG00000186788,0
ENSG00000186790,0
ENSG00000186792,225
ENSG00000186795,0
ENSG00000186803,0
ENSG00000186806,195
ENSG00000186810,80
ENSG00000186812,2325
ENSG00000186814,1347
ENSG00000186815,2947
ENSG00000186818,1644
ENSG00000186825,0
ENSG00000186827,499
ENSG00000186831,2
ENSG00000186832,8826
ENSG00000186834,5535
ENSG00000186838,0
ENSG00000186842,1
ENSG00000186844,1
ENSG00000186847,958
ENSG00000186854,84
ENSG00000186860,1
ENSG00000186862,181
ENSG00000186866,2619
ENSG00000186867,0
ENSG00000186868,4307
ENSG00000186871,248
ENSG00000186881,0
ENSG00000186886,0
ENSG00000186889,184
ENSG00000186891,270
ENSG00000186895,0
ENSG00000186897,2
ENSG00000186907,296
ENSG00000186908,2083
ENSG00000186910,595
ENSG00000186912,9
ENSG00000186918,3663
ENSG00000186919,11
ENSG00000186924,0
ENSG00000186925,0
ENSG00000186930,0
ENSG00000186940,103
ENSG00000186943,0
ENSG00000186951,826
ENSG00000186952,60
ENSG00000186960,0
ENSG00000186965,0
ENSG00000186967,0
ENSG00000186970,0
ENSG00000186971,0
ENSG00000186973,49
ENSG00000186976,207
ENSG00000186977,0
ENSG00000186980,0
ENSG00000186994,265
ENSG00000186998,86
ENSG00000187003,0
ENSG00000187005,0
ENSG00000187010,30
ENSG00000187012,0
ENSG00000187013,16
ENSG00000187017,280
ENSG00000187021,1
ENSG00000187024,5
ENSG00000187026,0
ENSG00000187033,0
ENSG00000187037,238
ENSG00000187045,40
ENSG00000187048,4
ENSG00000187049,938
ENSG00000187051,1920
ENSG00000187054,0
ENSG00000187066,52
ENSG00000187068,365
ENSG00000187079,9043
ENSG00000187080,0
ENSG00000187082,0
ENSG00000187091,1594
ENSG00000187094,71
ENSG00000187097,2451
ENSG00000187098,4783
ENSG00000187103,1
ENSG00000187105,46
ENSG00000187109,24007
ENSG00000187116,115
ENSG00000187118,633
ENSG00000187122,72
ENSG00000187123,485
ENSG00000187134,233
ENSG00000187135,0
ENSG00000187140,15
ENSG00000187144,0
ENSG00000187147,3748
ENSG00000187151,0
ENSG00000187164,4811
ENSG00000187166,1
ENSG00000187170,0
ENSG00000187172,0
ENSG00000187173,0
ENSG00000187175,0
ENSG00000187180,0
ENSG00000187185,3
ENSG00000187186,59
ENSG00000187187,400
ENSG00000187189,4929
ENSG00000187191,0
ENSG00000187193,1519
ENSG00000187210,2123
ENSG00000187223,0
ENSG00000187229,1
ENSG00000187231,7811
ENSG00000187238,0
ENSG00000187239,4910
ENSG00000187240,3065
ENSG00000187242,8
ENSG00000187243,3
ENSG00000187244,25749
ENSG00000187257,2496
ENSG00000187258,0
ENSG00000187260,151
ENSG00000187266,436
ENSG00000187268,0
ENSG00000187272,0
ENSG00000187288,3
ENSG00000187323,8
ENSG00000187325,2810
ENSG00000187372,253
ENSG00000187391,2769
ENSG00000187398,27
ENSG00000187416,2
ENSG00000187446,10919
ENSG00000187472,0
ENSG00000187474,5623
ENSG00000187475,2
ENSG00000187479,1065
ENSG00000187481,1
ENSG00000187483,0
ENSG00000187486,585
ENSG00000187492,5
ENSG00000187498,121525
ENSG00000187504,7
ENSG00000187510,0
ENSG00000187513,883
ENSG00000187514,54173
ENSG00000187516,2
ENSG00000187522,2012
ENSG00000187527,35
ENSG00000187531,1069
ENSG00000187533,0
ENSG00000187534,92
ENSG00000187535,2451
ENSG00000187536,0
ENSG00000187537,6
ENSG00000187545,0
ENSG00000187546,37
ENSG00000187550,55
ENSG00000187553,44
ENSG00000187554,625
ENSG00000187555,14146
ENSG00000187556,20
ENSG00000187559,0
ENSG00000187566,127
ENSG00000187569,0
ENSG00000187581,0
ENSG00000187583,298
ENSG00000187589,1
ENSG00000187595,59
ENSG00000187600,0
ENSG00000187601,1982
ENSG00000187605,1820
ENSG00000187607,594
ENSG00000187608,2857
ENSG00000187609,584
ENSG00000187612,0
ENSG00000187616,4
ENSG00000187621,0
ENSG00000187624,388
ENSG00000187626,619
ENSG00000187627,0
ENSG00000187630,803
ENSG00000187634,640
ENSG00000187642,134
ENSG00000187650,474
ENSG00000187653,477
ENSG00000187657,0
ENSG00000187658,1
ENSG00000187664,0
ENSG00000187672,60
ENSG00000187676,1231
ENSG00000187678,7211
ENSG00000187682,1
ENSG00000187686,12
ENSG00000187688,1595
ENSG00000187689,0
ENSG00000187690,0
ENSG00000187695,3
ENSG00000187699,68
ENSG00000187701,0
ENSG00000187713,2811
ENSG00000187714,0
ENSG00000187715,18
ENSG00000187720,4153
ENSG00000187721,0
ENSG00000187726,6
ENSG00000187730,390
ENSG00000187733,0
ENSG00000187735,5672
ENSG00000187736,42
ENSG00000187741,309
ENSG00000187742,3347
ENSG00000187747,0
ENSG00000187753,7
ENSG00000187754,0
ENSG00000187758,0
ENSG00000187762,0
ENSG00000187763,0
ENSG00000187764,2027
ENSG00000187766,0
ENSG00000187772,0
ENSG00000187773,86
ENSG00000187775,83
ENSG00000187778,2465
ENSG00000187783,0
ENSG00000187790,559
ENSG00000187791,0
ENSG00000187792,464
ENSG00000187796,340
ENSG00000187800,558
ENSG00000187801,144
ENSG00000187806,0
ENSG00000187808,84
ENSG00000187812,0
ENSG00000187815,508
ENSG00000187821,0
ENSG00000187823,0
ENSG00000187824,169
ENSG00000187833,0
ENSG00000187837,2750
ENSG00000187838,36
ENSG00000187840,2063
ENSG00000187847,0
ENSG00000187848,2
ENSG00000187855,2
ENSG00000187857,0
ENSG00000187860,206
ENSG00000187862,1
ENSG00000187866,2117
ENSG00000187867,41
ENSG00000187870,8
ENSG00000187871,1
ENSG00000187889,58
ENSG00000187893,7
ENSG00000187900,0
ENSG00000187902,0
ENSG00000187904,2
ENSG00000187905,0
ENSG00000187908,15
ENSG00000187912,4
ENSG00000187918,0
ENSG00000187922,0
ENSG00000187942,206
ENSG00000187944,0
ENSG00000187950,2
ENSG00000187951,129
ENSG00000187952,12
ENSG00000187953,493
ENSG00000187954,2394
ENSG00000187955,1438
ENSG00000187957,7
ENSG00000187959,2
ENSG00000187961,341
ENSG00000187969,0
ENSG00000187979,0
ENSG00000187980,1
ENSG00000187984,70
ENSG00000187987,28
ENSG00000187988,1
ENSG00000187994,895
ENSG00000187997,1
ENSG00000187999,1
ENSG00000188000,3
ENSG00000188001,1108
ENSG00000188002,331
ENSG00000188004,70
ENSG00000188010,891
ENSG00000188011,0
ENSG00000188013,343
ENSG00000188015,127
ENSG00000188021,5241
ENSG00000188026,732
ENSG00000188029,1
ENSG00000188032,0
ENSG00000188033,139
ENSG00000188037,17
ENSG00000188038,0
ENSG00000188039,5
ENSG00000188042,9475
ENSG00000188050,6
ENSG00000188051,78
ENSG00000188056,3
ENSG00000188060,335
ENSG00000188064,1098
ENSG00000188069,0
ENSG00000188070,2307
ENSG00000188076,0
ENSG00000188078,0
ENSG00000188086,9
ENSG00000188089,2
ENSG00000188092,141
ENSG00000188095,35
ENSG00000188100,1
ENSG00000188101,61
ENSG00000188107,56
ENSG00000188112,3325
ENSG00000188120,0
ENSG00000188124,0
ENSG00000188130,290
ENSG00000188133,4
ENSG00000188152,5
ENSG00000188153,2069
ENSG00000188155,0
ENSG00000188157,18596
ENSG00000188158,1950
ENSG00000188162,0
ENSG00000188163,0
ENSG00000188167,89
ENSG00000188171,951
ENSG00000188175,22
ENSG00000188176,6
ENSG00000188177,1318
ENSG00000188185,341
ENSG00000188186,2963
ENSG00000188191,607
ENSG00000188199,2
ENSG00000188206,252
ENSG00000188211,84
ENSG00000188215,1375
ENSG00000188219,12
ENSG00000188223,1
ENSG00000188227,613
ENSG00000188229,13320
ENSG00000188234,67
ENSG00000188242,481
ENSG00000188243,5709
ENSG00000188257,12
ENSG00000188263,16
ENSG00000188266,284
ENSG00000188269,4
ENSG00000188277,86
ENSG00000188280,0
ENSG00000188282,3
ENSG00000188283,965
ENSG00000188290,412
ENSG00000188293,1225
ENSG00000188295,299
ENSG00000188305,72
ENSG00000188306,12
ENSG00000188312,663
ENSG00000188313,3974
ENSG00000188314,0
ENSG00000188315,718
ENSG00000188316,45
ENSG00000188321,809
ENSG00000188322,2693
ENSG00000188324,0
ENSG00000188334,0
ENSG00000188338,39
ENSG00000188340,0
ENSG00000188342,2055
ENSG00000188343,855
ENSG00000188352,2881
ENSG00000188365,6
ENSG00000188368,152
ENSG00000188372,243
ENSG00000188373,0
ENSG00000188375,60
ENSG00000188379,0
ENSG00000188383,0
ENSG00000188385,39
ENSG00000188386,1
ENSG00000188388,2
ENSG00000188389,23
ENSG00000188393,0
ENSG00000188394,4
ENSG00000188396,4
ENSG00000188399,0
ENSG00000188403,2
ENSG00000188404,331
ENSG00000188408,0
ENSG00000188419,2549
ENSG00000188425,0
ENSG00000188428,1302
ENSG00000188438,0
ENSG00000188439,0
ENSG00000188451,4
ENSG00000188452,1214
ENSG00000188459,11
ENSG00000188460,55
ENSG00000188467,3
ENSG00000188477,7
ENSG00000188483,2690
ENSG00000188486,1345
ENSG00000188487,5
ENSG00000188488,1478
ENSG00000188493,1555
ENSG00000188501,10
ENSG00000188505,4217
ENSG00000188508,2
ENSG00000188511,190
ENSG00000188512,3
ENSG00000188517,13
ENSG00000188522,802
ENSG00000188523,2
ENSG00000188525,0
ENSG00000188529,7525
ENSG00000188536,11
ENSG00000188542,192
ENSG00000188549,637
ENSG00000188554,17492
ENSG00000188558,0
ENSG00000188559,3882
ENSG00000188566,741
ENSG00000188573,57
ENSG00000188580,122
ENSG00000188581,1
ENSG00000188582,0
ENSG00000188585,0
ENSG00000188596,147
ENSG00000188599,123
ENSG00000188603,1478
ENSG00000188610,21
ENSG00000188611,55
ENSG00000188612,11355
ENSG00000188613,429
ENSG00000188620,2
ENSG00000188624,567
ENSG00000188626,8
ENSG00000188629,0
ENSG00000188636,2144
ENSG00000188641,4214
ENSG00000188643,22305
ENSG00000188646,0
ENSG00000188647,3130
ENSG00000188649,8
ENSG00000188655,0
ENSG00000188656,0
ENSG00000188659,90
ENSG00000188660,0
ENSG00000188662,4
ENSG00000188668,0
ENSG00000188672,57
ENSG00000188674,0
ENSG00000188676,3
ENSG00000188677,1986
ENSG00000188681,217
ENSG00000188687,41
ENSG00000188690,3437
ENSG00000188691,0
ENSG00000188693,3
ENSG00000188694,0
ENSG00000188706,5521
ENSG00000188707,338
ENSG00000188710,4
ENSG00000188712,0
ENSG00000188716,1
ENSG00000188725,5072
ENSG00000188729,0
ENSG00000188730,2
ENSG00000188732,211
ENSG00000188735,424
ENSG00000188738,88
ENSG00000188739,99
ENSG00000188747,588
ENSG00000188755,0
ENSG00000188760,92
ENSG00000188761,59
ENSG00000188763,8
ENSG00000188765,44
ENSG00000188766,732
ENSG00000188770,0
ENSG00000188771,0
ENSG00000188778,7
ENSG00000188779,18
ENSG00000188782,0
ENSG00000188783,14350
ENSG00000188784,0
ENSG00000188785,1450
ENSG00000188786,1634
ENSG00000188800,0
ENSG00000188801,1
ENSG00000188803,1384
ENSG00000188807,772
ENSG00000188811,2717
ENSG00000188816,0
ENSG00000188817,2
ENSG00000188818,41
ENSG00000188820,440
ENSG00000188822,0
ENSG00000188825,153
ENSG00000188827,917
ENSG00000188828,2
ENSG00000188831,0
ENSG00000188833,123
ENSG00000188846,29422
ENSG00000188848,0
ENSG00000188850,1
ENSG00000188856,42
ENSG00000188859,319
ENSG00000188868,224
ENSG00000188869,6
ENSG00000188873,26
ENSG00000188877,0
ENSG00000188878,219
ENSG00000188883,46
ENSG00000188886,3
ENSG00000188895,6992
ENSG00000188897,21
ENSG00000188906,1518
ENSG00000188909,0
ENSG00000188910,542
ENSG00000188916,38
ENSG00000188917,1005
ENSG00000188921,1466
ENSG00000188931,0
ENSG00000188933,91
ENSG00000188937,0
ENSG00000188938,3136
ENSG00000188958,4
ENSG00000188959,2116
ENSG00000188976,5737
ENSG00000188981,11
ENSG00000188984,0
ENSG00000188985,21
ENSG00000188986,4433
ENSG00000188991,0
ENSG00000188992,3
ENSG00000188993,14
ENSG00000188994,4473
ENSG00000188996,7
ENSG00000188997,1006
ENSG00000189001,1626
ENSG00000189002,0
ENSG00000189007,282
ENSG00000189013,0
ENSG00000189014,45
ENSG00000189023,2
ENSG00000189030,1
ENSG00000189037,0
ENSG00000189042,548
ENSG00000189043,9799
ENSG00000189045,14
ENSG00000189046,704
ENSG00000189050,774
ENSG00000189051,2
ENSG00000189052,96
ENSG00000189056,31
ENSG00000189057,1209
ENSG00000189058,3465
ENSG00000189060,15444
ENSG00000189064,0
ENSG00000189067,17220
ENSG00000189068,81
ENSG00000189077,2100
ENSG00000189079,3571
ENSG00000189089,9
ENSG00000189090,0
ENSG00000189091,11251
ENSG00000189099,0
ENSG00000189108,28
ENSG00000189114,1466
ENSG00000189120,986
ENSG00000189127,2
ENSG00000189129,204
ENSG00000189132,0
ENSG00000189134,48
ENSG00000189136,65
ENSG00000189139,0
ENSG00000189143,22335
ENSG00000189144,187
ENSG00000189145,1
ENSG00000189149,38
ENSG00000189152,13
ENSG00000189157,200
ENSG00000189159,4766
ENSG00000189164,547
ENSG00000189166,4
ENSG00000189167,0
ENSG00000189169,0
ENSG00000189171,7555
ENSG00000189180,4115
ENSG00000189181,0
ENSG00000189182,0
ENSG00000189184,3182
ENSG00000189186,0
ENSG00000189190,992
ENSG00000189195,86
ENSG00000189196,1
ENSG00000189212,1
ENSG00000189221,365
ENSG00000189223,1113
ENSG00000189227,354
ENSG00000189229,0
ENSG00000189233,108
ENSG00000189238,2
ENSG00000189241,9939
ENSG00000189252,0
ENSG00000189253,0
ENSG00000189266,6464
ENSG00000189269,14
ENSG00000189275,0
ENSG00000189280,248
ENSG00000189283,331
ENSG00000189292,1
ENSG00000189295,21
ENSG00000189298,615
ENSG00000189299,0
ENSG00000189306,3608
ENSG00000189308,1252
ENSG00000189316,1
ENSG00000189319,847
ENSG00000189320,1350
ENSG00000189325,5
ENSG00000189326,0
ENSG00000189332,1
ENSG00000189334,19732
ENSG00000189337,1279
ENSG00000189339,1751
ENSG00000189343,449
ENSG00000189348,0
ENSG00000189350,3
ENSG00000189357,0
ENSG00000189362,459
ENSG00000189366,66
ENSG00000189367,0
ENSG00000189369,601
ENSG00000189372,0
ENSG00000189375,0
ENSG00000189376,403
ENSG00000189377,4067
ENSG00000189393,0
ENSG00000189398,7
ENSG00000189401,0
ENSG00000189403,15408
ENSG00000189409,0
ENSG00000189410,21
ENSG00000189419,41
ENSG00000189420,208
ENSG00000189423,20
ENSG00000189430,1
ENSG00000189431,929
ENSG00000189433,158
ENSG00000194297,0
ENSG00000194717,0
ENSG00000195024,0
ENSG00000195401,0
ENSG00000196071,0
ENSG00000196072,3298
ENSG00000196074,720
ENSG00000196081,74
ENSG00000196083,1295
ENSG00000196085,0
ENSG00000196090,1727
ENSG00000196091,2
ENSG00000196092,6
ENSG00000196096,1
ENSG00000196098,0
ENSG00000196099,0
ENSG00000196104,1
ENSG00000196109,39
ENSG00000196110,348
ENSG00000196114,7
ENSG00000196115,0
ENSG00000196116,1545
ENSG00000196118,48
ENSG00000196119,0
ENSG00000196123,531
ENSG00000196126,74476
ENSG00000196131,0
ENSG00000196132,6
ENSG00000196136,23
ENSG00000196139,1594
ENSG00000196141,11919
ENSG00000196143,1
ENSG00000196150,961
ENSG00000196151,523
ENSG00000196152,427
ENSG00000196154,21083
ENSG00000196155,371
ENSG00000196156,0
ENSG00000196159,1585
ENSG00000196166,2
ENSG00000196167,46
ENSG00000196169,11
ENSG00000196171,0
ENSG00000196172,469
ENSG00000196177,6745
ENSG00000196182,3204
ENSG00000196183,16
ENSG00000196184,0
ENSG00000196187,3320
ENSG00000196188,253
ENSG00000196189,1456
ENSG00000196196,67
ENSG00000196199,5653
ENSG00000196204,1008
ENSG00000196205,1180
ENSG00000196208,3783
ENSG00000196209,564
ENSG00000196214,2676
ENSG00000196218,126
ENSG00000196220,723
ENSG00000196224,0
ENSG00000196227,1448
ENSG00000196228,1
ENSG00000196230,61123
ENSG00000196233,2258
ENSG00000196235,10931
ENSG00000196236,1361
ENSG00000196240,0
ENSG00000196242,0
ENSG00000196243,0
ENSG00000196247,2293
ENSG00000196248,0
ENSG00000196260,1
ENSG00000196262,20119
ENSG00000196263,824
ENSG00000196266,0
ENSG00000196267,1187
ENSG00000196268,604
ENSG00000196273,0
ENSG00000196274,2
ENSG00000196275,151
ENSG00000196277,9
ENSG00000196284,519
ENSG00000196289,0
ENSG00000196290,1090
ENSG00000196295,856
ENSG00000196296,28
ENSG00000196301,11
ENSG00000196302,0
ENSG00000196305,11327
ENSG00000196312,188
ENSG00000196313,2240
ENSG00000196323,2497
ENSG00000196329,50
ENSG00000196335,29
ENSG00000196337,12
ENSG00000196338,88
ENSG00000196341,0
ENSG00000196344,0
ENSG00000196345,280
ENSG00000196350,0
ENSG00000196352,29924
ENSG00000196353,155
ENSG00000196357,285
ENSG00000196358,350
ENSG00000196361,0
ENSG00000196363,2861
ENSG00000196364,10
ENSG00000196365,5415
ENSG00000196366,5
ENSG00000196367,5348
ENSG00000196368,251
ENSG00000196369,256
ENSG00000196371,650
ENSG00000196372,1559
ENSG00000196376,59
ENSG00000196378,504
ENSG00000196381,154
ENSG00000196383,0
ENSG00000196387,1348
ENSG00000196388,190
ENSG00000196390,0
ENSG00000196391,287
ENSG00000196395,0
ENSG00000196396,4365
ENSG00000196403,0
ENSG00000196405,8936
ENSG00000196406,3
ENSG00000196407,19
ENSG00000196408,0
ENSG00000196411,5416
ENSG00000196415,2
ENSG00000196417,1451
ENSG00000196418,260
ENSG00000196419,16476
ENSG00000196420,19
ENSG00000196421,41
ENSG00000196422,2007
ENSG00000196427,241
ENSG00000196428,3930
ENSG00000196431,2
ENSG00000196433,2
ENSG00000196436,6
ENSG00000196437,680
ENSG00000196440,630
ENSG00000196449,915
ENSG00000196453,1602
ENSG00000196455,3513
