Gene stable ID,5a2ae0bd-d23c-4104-a33b-7024cf61b597
ENSG00000184014,4866
ENSG00000184022,0
ENSG00000184029,0
ENSG00000184032,0
ENSG00000184033,0
ENSG00000184047,595
ENSG00000184055,1
ENSG00000184056,941
ENSG00000184058,36
ENSG00000184060,781
ENSG00000184068,238
ENSG00000184076,3682
ENSG00000184083,2025
ENSG00000184084,1
ENSG00000184100,17
ENSG00000184106,3
ENSG00000184108,0
ENSG00000184110,990
ENSG00000184111,2
ENSG00000184113,292
ENSG00000184115,0
ENSG00000184117,6104
ENSG00000184139,9
ENSG00000184140,0
ENSG00000184144,59
ENSG00000184148,0
ENSG00000184154,1144
ENSG00000184155,0
ENSG00000184156,538
ENSG00000184160,90
ENSG00000184162,855
ENSG00000184163,29
ENSG00000184164,2791
ENSG00000184166,0
ENSG00000184178,3029
ENSG00000184182,1555
ENSG00000184185,74
ENSG00000184188,4
ENSG00000184194,196
ENSG00000184203,4624
ENSG00000184205,1523
ENSG00000184206,8
ENSG00000184207,918
ENSG00000184208,2360
ENSG00000184209,1311
ENSG00000184210,0
ENSG00000184216,6339
ENSG00000184220,1424
ENSG00000184221,4
ENSG00000184224,1
ENSG00000184226,104
ENSG00000184227,138
ENSG00000184232,1347
ENSG00000184254,922
ENSG00000184258,12
ENSG00000184260,5
ENSG00000184261,15
ENSG00000184270,0
ENSG00000184271,543
ENSG00000184274,4
ENSG00000184276,0
ENSG00000184277,2601
ENSG00000184281,1317
ENSG00000184292,14205
ENSG00000184293,28
ENSG00000184302,1
ENSG00000184303,0
ENSG00000184304,932
ENSG00000184305,334
ENSG00000184307,693
ENSG00000184313,5
ENSG00000184319,505
ENSG00000184321,0
ENSG00000184330,18
ENSG00000184343,137
ENSG00000184344,5
ENSG00000184345,0
ENSG00000184347,4574
ENSG00000184349,1368
ENSG00000184350,2
ENSG00000184351,0
ENSG00000184357,1
ENSG00000184361,15
ENSG00000184363,3872
ENSG00000184368,98
ENSG00000184371,2722
ENSG00000184374,21
ENSG00000184378,230
ENSG00000184381,367
ENSG00000184384,1430
ENSG00000184385,0
ENSG00000184388,0
ENSG00000184389,1
ENSG00000184394,0
ENSG00000184402,1212
ENSG00000184408,1269
ENSG00000184414,0
ENSG00000184423,0
ENSG00000184428,1152
ENSG00000184432,33888
ENSG00000184434,3
ENSG00000184436,849
ENSG00000184441,91
ENSG00000184445,1066
ENSG00000184451,13
ENSG00000184454,52
ENSG00000184459,1
ENSG00000184465,541
ENSG00000184470,1135
ENSG00000184471,0
ENSG00000184478,0
ENSG00000184481,1149
ENSG00000184486,2
ENSG00000184489,979
ENSG00000184492,5
ENSG00000184497,394
ENSG00000184500,1745
ENSG00000184502,0
ENSG00000184507,0
ENSG00000184508,344
ENSG00000184515,448
ENSG00000184517,747
ENSG00000184523,1
ENSG00000184524,7
ENSG00000184530,2
ENSG00000184544,0
ENSG00000184545,1065
ENSG00000184557,1535
ENSG00000184560,1
ENSG00000184564,8369
ENSG00000184566,1
ENSG00000184571,0
ENSG00000184574,378
ENSG00000184575,11062
ENSG00000184584,2510
ENSG00000184588,3243
ENSG00000184599,20
ENSG00000184601,4
ENSG00000184602,2373
ENSG00000184608,0
ENSG00000184611,12
ENSG00000184612,18
ENSG00000184613,396
ENSG00000184616,70
ENSG00000184617,1
ENSG00000184619,48
ENSG00000184624,0
ENSG00000184634,4696
ENSG00000184635,550
ENSG00000184640,29611
ENSG00000184647,0
ENSG00000184650,0
ENSG00000184659,2
ENSG00000184661,210
ENSG00000184669,74
ENSG00000184672,0
ENSG00000184675,831
ENSG00000184677,3240
ENSG00000184678,1333
ENSG00000184682,31
ENSG00000184697,6
ENSG00000184698,0
ENSG00000184702,2089
ENSG00000184708,2534
ENSG00000184709,30
ENSG00000184716,0
ENSG00000184719,575
ENSG00000184724,0
ENSG00000184730,1077
ENSG00000184731,860
ENSG00000184735,0
ENSG00000184741,0
ENSG00000184743,15189
ENSG00000184752,2676
ENSG00000184761,0
ENSG00000184774,14
ENSG00000184785,430
ENSG00000184786,67
ENSG00000184787,5117
ENSG00000184788,0
ENSG00000184789,0
ENSG00000184792,780
ENSG00000184795,0
ENSG00000184809,53
ENSG00000184811,39
ENSG00000184814,0
ENSG00000184828,1601
ENSG00000184831,1243
ENSG00000184838,264
ENSG00000184840,20980
ENSG00000184844,2
ENSG00000184845,81
ENSG00000184856,0
ENSG00000184857,630
ENSG00000184860,1172
ENSG00000184863,2465
ENSG00000184867,5723
ENSG00000184881,0
ENSG00000184887,4187
ENSG00000184895,0
ENSG00000184897,2651
ENSG00000184898,1516
ENSG00000184900,10991
ENSG00000184903,326
ENSG00000184905,90
ENSG00000184906,0
ENSG00000184908,15
ENSG00000184911,0
ENSG00000184916,1301
ENSG00000184922,1556
ENSG00000184923,17
ENSG00000184924,1038
ENSG00000184925,6
ENSG00000184933,0
ENSG00000184937,106
ENSG00000184939,2283
ENSG00000184945,1
ENSG00000184949,364
ENSG00000184954,0
ENSG00000184956,5
ENSG00000184961,0
ENSG00000184967,928
ENSG00000184979,650
ENSG00000184983,3354
ENSG00000184984,21
ENSG00000184985,3209
ENSG00000184986,48
ENSG00000184988,627
ENSG00000184990,1236
ENSG00000184991,0
ENSG00000184992,3520
ENSG00000184995,2
ENSG00000184999,1
ENSG00000185000,2753
ENSG00000185002,0
ENSG00000185008,41
ENSG00000185009,5307
ENSG00000185010,824
ENSG00000185013,25
ENSG00000185015,207
ENSG00000185019,1090
ENSG00000185022,449
ENSG00000185024,2220
ENSG00000185028,87
ENSG00000185031,0
ENSG00000185033,10675
ENSG00000185037,0
ENSG00000185038,0
ENSG00000185040,0
ENSG00000185041,0
ENSG00000185043,7363
ENSG00000185046,510
ENSG00000185049,1532
ENSG00000185052,2570
ENSG00000185053,0
ENSG00000185055,19
ENSG00000185056,0
ENSG00000185065,58
ENSG00000185069,0
ENSG00000185070,2274
ENSG00000185074,0
ENSG00000185078,1
ENSG00000185085,2747
ENSG00000185087,0
ENSG00000185088,2745
ENSG00000185090,1194
ENSG00000185100,256
ENSG00000185101,310
ENSG00000185104,2758
ENSG00000185105,11
ENSG00000185112,320
ENSG00000185115,1492
ENSG00000185122,2857
ENSG00000185127,2364
ENSG00000185129,4054
ENSG00000185130,1
ENSG00000185133,2086
ENSG00000185149,1
ENSG00000185155,28
ENSG00000185156,364
ENSG00000185158,434
ENSG00000185163,1047
ENSG00000185164,1333
ENSG00000185168,45
ENSG00000185176,0
ENSG00000185177,0
ENSG00000185182,0
ENSG00000185186,1
ENSG00000185187,1966
ENSG00000185189,1187
ENSG00000185198,0
ENSG00000185201,6192
ENSG00000185203,1
ENSG00000185215,3758
ENSG00000185219,2021
ENSG00000185220,486
ENSG00000185221,1
ENSG00000185222,3377
ENSG00000185231,0
ENSG00000185236,3661
ENSG00000185238,885
ENSG00000185245,53
ENSG00000185246,1876
ENSG00000185247,3
ENSG00000185250,154
ENSG00000185252,921
ENSG00000185261,469
ENSG00000185262,1371
ENSG00000185264,0
ENSG00000185267,71
ENSG00000185269,8
ENSG00000185271,3
ENSG00000185272,156
ENSG00000185274,492
ENSG00000185275,14
ENSG00000185278,4202
ENSG00000185290,126
ENSG00000185291,365
ENSG00000185294,7
ENSG00000185296,0
ENSG00000185298,1959
ENSG00000185303,39
ENSG00000185304,7
ENSG00000185305,2028
ENSG00000185306,3
ENSG00000185313,6
ENSG00000185319,0
ENSG00000185324,895
ENSG00000185332,15
ENSG00000185338,58
ENSG00000185339,1302
ENSG00000185340,1038
ENSG00000185344,1577
ENSG00000185345,453
ENSG00000185347,328
ENSG00000185352,527
ENSG00000185359,4190
ENSG00000185361,1221
ENSG00000185372,0
ENSG00000185379,1131
ENSG00000185385,0
ENSG00000185386,831
ENSG00000185390,0
ENSG00000185404,661
ENSG00000185414,2405
ENSG00000185418,853
ENSG00000185420,956
ENSG00000185432,3408
ENSG00000185433,5
ENSG00000185436,354
ENSG00000185437,353
ENSG00000185442,4968
ENSG00000185448,0
ENSG00000185453,461
ENSG00000185467,10
ENSG00000185475,3571
ENSG00000185477,1081
ENSG00000185479,646
ENSG00000185480,263
ENSG00000185482,116
ENSG00000185483,754
ENSG00000185485,211
ENSG00000185495,164
ENSG00000185499,61854
ENSG00000185504,2299
ENSG00000185507,1482
ENSG00000185513,349
ENSG00000185515,2024
ENSG00000185518,147
ENSG00000185519,8
ENSG00000185522,58
ENSG00000185523,2
ENSG00000185527,45
ENSG00000185532,1984
ENSG00000185551,7106
ENSG00000185559,0
ENSG00000185561,1227
ENSG00000185565,254
ENSG00000185567,4676
ENSG00000185585,3235
ENSG00000185591,14515
ENSG00000185594,2
ENSG00000185596,210
ENSG00000185607,11
ENSG00000185608,2206
ENSG00000185610,23
ENSG00000185614,117
ENSG00000185615,9
ENSG00000185619,4517
ENSG00000185621,844
ENSG00000185624,96532
ENSG00000185627,7819
ENSG00000185630,52293
ENSG00000185631,0
ENSG00000185633,573
ENSG00000185634,122
ENSG00000185638,0
ENSG00000185640,4
ENSG00000185641,259
ENSG00000185650,30986
ENSG00000185651,6446
ENSG00000185652,9
ENSG00000185658,6505
ENSG00000185662,1
ENSG00000185664,165
ENSG00000185666,39
ENSG00000185668,8
ENSG00000185669,30
ENSG00000185670,624
ENSG00000185674,5
ENSG00000185681,0
ENSG00000185684,516
ENSG00000185686,980
ENSG00000185689,19
ENSG00000185697,368
ENSG00000185700,0
ENSG00000185701,0
ENSG00000185710,0
ENSG00000185716,872
ENSG00000185721,4160
ENSG00000185722,5945
ENSG00000185728,8232
ENSG00000185730,355
ENSG00000185736,3
ENSG00000185737,15
ENSG00000185739,29
ENSG00000185742,5
ENSG00000185745,2409
ENSG00000185753,3279
ENSG00000185758,0
ENSG00000185760,138
ENSG00000185761,190
ENSG00000185774,102
ENSG00000185775,0
ENSG00000185787,19693
ENSG00000185792,1
ENSG00000185798,314
ENSG00000185800,1161
ENSG00000185803,1979
ENSG00000185808,1152
ENSG00000185811,1300
ENSG00000185813,2168
ENSG00000185818,132
ENSG00000185821,0
ENSG00000185823,0
ENSG00000185825,15600
ENSG00000185829,124
ENSG00000185834,11
ENSG00000185837,3
ENSG00000185838,99
ENSG00000185839,17
ENSG00000185842,661
ENSG00000185847,0
ENSG00000185860,0
ENSG00000185862,1004
ENSG00000185863,20
ENSG00000185864,73
ENSG00000185869,608
ENSG00000185873,0
ENSG00000185875,1171
ENSG00000185880,2314
ENSG00000185883,1194
ENSG00000185885,3480
ENSG00000185888,0
ENSG00000185894,0
ENSG00000185896,19725
ENSG00000185897,0
ENSG00000185899,0
ENSG00000185900,268
ENSG00000185903,0
ENSG00000185904,125
ENSG00000185905,141
ENSG00000185909,1094
ENSG00000185915,2
ENSG00000185917,1102
ENSG00000185920,380
ENSG00000185924,1564
ENSG00000185926,0
ENSG00000185933,19
ENSG00000185940,0
ENSG00000185942,11
ENSG00000185946,633
ENSG00000185947,1165
ENSG00000185950,1029
ENSG00000185955,3
ENSG00000185958,16
ENSG00000185960,1
ENSG00000185962,4
ENSG00000185963,2272
ENSG00000185966,0
ENSG00000185972,98
ENSG00000185973,483
ENSG00000185974,3
ENSG00000185982,0
ENSG00000185985,7
ENSG00000185986,205
ENSG00000185988,0
ENSG00000185989,2041
ENSG00000186001,1768
ENSG00000186007,3
ENSG00000186008,0
ENSG00000186009,0
ENSG00000186010,1762
ENSG00000186017,684
ENSG00000186019,9
ENSG00000186020,930
ENSG00000186026,267
ENSG00000186038,1
ENSG00000186047,71
ENSG00000186049,1
ENSG00000186051,3
ENSG00000186056,44
ENSG00000186063,2730
ENSG00000186073,464
ENSG00000186074,133
ENSG00000186075,1
ENSG00000186076,9
ENSG00000186081,5802
ENSG00000186082,0
ENSG00000186086,24
ENSG00000186088,1016
ENSG00000186090,0
ENSG00000186092,0
ENSG00000186094,83
ENSG00000186103,0
ENSG00000186104,576
ENSG00000186105,12
ENSG00000186106,1245
ENSG00000186111,3403
ENSG00000186113,0
ENSG00000186115,9
ENSG00000186117,0
ENSG00000186118,4
ENSG00000186119,0
ENSG00000186124,0
ENSG00000186130,1177
ENSG00000186132,708
ENSG00000186136,0
ENSG00000186141,3079
ENSG00000186143,0
ENSG00000186146,0
ENSG00000186148,1
ENSG00000186150,3
ENSG00000186152,1
ENSG00000186153,539
ENSG00000186160,91175
ENSG00000186162,420
ENSG00000186163,0
ENSG00000186166,497
ENSG00000186174,6699
ENSG00000186184,3975
ENSG00000186185,323
ENSG00000186187,993
ENSG00000186188,77
ENSG00000186190,0
ENSG00000186191,6
ENSG00000186193,152
ENSG00000186197,1349
ENSG00000186198,17
ENSG00000186204,13
ENSG00000186205,876
ENSG00000186207,0
ENSG00000186212,1281
ENSG00000186222,780
ENSG00000186223,0
ENSG00000186226,0
ENSG00000186230,320
ENSG00000186231,25
ENSG00000186232,0
ENSG00000186234,1
ENSG00000186235,23
ENSG00000186244,0
ENSG00000186260,7056
ENSG00000186265,46
ENSG00000186268,0
ENSG00000186272,416
ENSG00000186280,101
ENSG00000186281,774
ENSG00000186283,8042
ENSG00000186288,4
ENSG00000186297,35
ENSG00000186298,12400
ENSG00000186300,709
ENSG00000186301,21
ENSG00000186306,0
ENSG00000186310,646
ENSG00000186312,393
ENSG00000186314,210
ENSG00000186318,4012
ENSG00000186326,23
ENSG00000186328,0
ENSG00000186329,1
ENSG00000186334,0
ENSG00000186335,6
ENSG00000186340,89472
ENSG00000186350,4688
ENSG00000186352,453
ENSG00000186354,25
ENSG00000186364,132
ENSG00000186367,0
ENSG00000186369,2
ENSG00000186376,845
ENSG00000186377,18525
ENSG00000186393,0
ENSG00000186395,1725
ENSG00000186399,29
ENSG00000186400,0
ENSG00000186407,73
ENSG00000186409,382
ENSG00000186416,585
ENSG00000186417,54
ENSG00000186431,7
ENSG00000186432,9864
ENSG00000186439,2
ENSG00000186440,0
ENSG00000186442,9
ENSG00000186446,215
ENSG00000186448,1207
ENSG00000186451,10
ENSG00000186452,2
ENSG00000186453,4
ENSG00000186458,22
ENSG00000186462,561
ENSG00000186466,0
ENSG00000186468,37959
ENSG00000186469,1159
ENSG00000186470,3413
ENSG00000186471,0
ENSG00000186472,980
ENSG00000186474,392
ENSG00000186479,146
ENSG00000186480,2276
ENSG00000186481,64
ENSG00000186487,2
ENSG00000186493,275
ENSG00000186496,552
ENSG00000186501,2067
ENSG00000186508,0
ENSG00000186509,0
ENSG00000186510,39
ENSG00000186513,0
ENSG00000186517,1634
ENSG00000186522,3930
ENSG00000186523,44
ENSG00000186526,2234
ENSG00000186529,29
ENSG00000186532,764
ENSG00000186543,2
ENSG00000186562,0
ENSG00000186564,220
ENSG00000186566,4644
ENSG00000186567,108
ENSG00000186572,0
ENSG00000186575,4800
ENSG00000186577,3356
ENSG00000186579,0
ENSG00000186583,10
ENSG00000186591,11286
ENSG00000186594,1221
ENSG00000186599,0
ENSG00000186603,18
ENSG00000186615,449
ENSG00000186625,1546
ENSG00000186628,3
ENSG00000186635,7033
ENSG00000186638,245
ENSG00000186642,300
ENSG00000186645,2
ENSG00000186648,45
ENSG00000186652,1
ENSG00000186654,488
ENSG00000186660,7395
ENSG00000186665,1936
ENSG00000186666,554
ENSG00000186675,21
ENSG00000186676,143
ENSG00000186678,0
ENSG00000186684,27
ENSG00000186687,1550
ENSG00000186704,82
ENSG00000186710,4
ENSG00000186714,10
ENSG00000186715,2
ENSG00000186716,4321
ENSG00000186723,0
ENSG00000186732,2
ENSG00000186743,0
ENSG00000186765,89
ENSG00000186766,13
ENSG00000186767,491
ENSG00000186777,46
ENSG00000186787,92
ENSG00000186788,0
ENSG00000186790,1
ENSG00000186792,109
ENSG00000186795,0
ENSG00000186803,0
ENSG00000186806,72
ENSG00000186810,154
ENSG00000186812,2248
ENSG00000186814,1545
ENSG00000186815,3213
ENSG00000186818,999
ENSG00000186825,0
ENSG00000186827,49
ENSG00000186831,1
ENSG00000186832,347
ENSG00000186834,7896
ENSG00000186838,0
ENSG00000186842,5
ENSG00000186844,0
ENSG00000186847,5296
ENSG00000186854,46
ENSG00000186860,5
ENSG00000186862,82
ENSG00000186866,1574
ENSG00000186867,1
ENSG00000186868,19181
ENSG00000186871,186
ENSG00000186881,1
ENSG00000186886,0
ENSG00000186889,296
ENSG00000186891,229
ENSG00000186895,0
ENSG00000186897,11
ENSG00000186907,109
ENSG00000186908,2051
ENSG00000186910,924
ENSG00000186912,2
ENSG00000186918,4179
ENSG00000186919,30
ENSG00000186924,0
ENSG00000186925,0
ENSG00000186930,0
ENSG00000186940,13
ENSG00000186943,0
ENSG00000186951,1537
ENSG00000186952,94
ENSG00000186960,0
ENSG00000186965,0
ENSG00000186967,0
ENSG00000186970,0
ENSG00000186971,0
ENSG00000186973,23
ENSG00000186976,168
ENSG00000186977,0
ENSG00000186980,0
ENSG00000186994,74
ENSG00000186998,356
ENSG00000187003,0
ENSG00000187005,0
ENSG00000187010,1
ENSG00000187012,0
ENSG00000187013,8
ENSG00000187017,806
ENSG00000187021,0
ENSG00000187024,11
ENSG00000187026,0
ENSG00000187033,0
ENSG00000187037,240
ENSG00000187045,893
ENSG00000187048,27
ENSG00000187049,797
ENSG00000187051,2059
ENSG00000187054,2
ENSG00000187066,39
ENSG00000187068,436
ENSG00000187079,6787
ENSG00000187080,0
ENSG00000187082,0
ENSG00000187091,839
ENSG00000187094,2
ENSG00000187097,1847
ENSG00000187098,1572
ENSG00000187103,0
ENSG00000187105,17
ENSG00000187109,26334
ENSG00000187116,48
ENSG00000187118,745
ENSG00000187122,35
ENSG00000187123,1155
ENSG00000187134,1301
ENSG00000187135,0
ENSG00000187140,35
ENSG00000187144,2
ENSG00000187147,2981
ENSG00000187151,1
ENSG00000187164,7434
ENSG00000187166,0
ENSG00000187170,0
ENSG00000187172,0
ENSG00000187173,0
ENSG00000187175,0
ENSG00000187180,0
ENSG00000187185,4
ENSG00000187186,34
ENSG00000187187,353
ENSG00000187189,3315
ENSG00000187191,0
ENSG00000187193,821
ENSG00000187210,698
ENSG00000187223,0
ENSG00000187229,2
ENSG00000187231,2910
ENSG00000187238,0
ENSG00000187239,3748
ENSG00000187240,3362
ENSG00000187242,6
ENSG00000187243,1
ENSG00000187244,7106
ENSG00000187257,2427
ENSG00000187258,0
ENSG00000187260,100
ENSG00000187266,177
ENSG00000187268,2
ENSG00000187272,0
ENSG00000187288,41
ENSG00000187323,8
ENSG00000187325,2792
ENSG00000187372,394
ENSG00000187391,619
ENSG00000187398,193
ENSG00000187416,3
ENSG00000187446,9546
ENSG00000187472,0
ENSG00000187474,1756
ENSG00000187475,1
ENSG00000187479,283
ENSG00000187481,1
ENSG00000187483,0
ENSG00000187486,691
ENSG00000187492,2
ENSG00000187498,34423
ENSG00000187504,1
ENSG00000187510,59
ENSG00000187513,792
ENSG00000187514,33734
ENSG00000187516,0
ENSG00000187522,1691
ENSG00000187527,1397
ENSG00000187531,1157
ENSG00000187533,0
ENSG00000187534,137
ENSG00000187535,2224
ENSG00000187536,0
ENSG00000187537,3
ENSG00000187545,0
ENSG00000187546,7
ENSG00000187550,0
ENSG00000187553,9
ENSG00000187554,1360
ENSG00000187555,12802
ENSG00000187556,56
ENSG00000187559,2
ENSG00000187566,314
ENSG00000187569,0
ENSG00000187581,0
ENSG00000187583,115
ENSG00000187589,1
ENSG00000187595,138
ENSG00000187600,0
ENSG00000187601,2235
ENSG00000187605,2618
ENSG00000187607,366
ENSG00000187608,1903
ENSG00000187609,288
ENSG00000187612,0
ENSG00000187616,1
ENSG00000187621,4
ENSG00000187624,183
ENSG00000187626,559
ENSG00000187627,4
ENSG00000187630,701
ENSG00000187634,112
ENSG00000187642,50
ENSG00000187650,361
ENSG00000187653,105
ENSG00000187657,0
ENSG00000187658,0
ENSG00000187664,0
ENSG00000187672,21
ENSG00000187676,1486
ENSG00000187678,1536
ENSG00000187682,1
ENSG00000187686,37
ENSG00000187688,624
ENSG00000187689,7
ENSG00000187690,0
ENSG00000187695,27
ENSG00000187699,90
ENSG00000187701,0
ENSG00000187713,1905
ENSG00000187714,1
ENSG00000187715,7
ENSG00000187720,17239
ENSG00000187721,0
ENSG00000187726,9
ENSG00000187730,375
ENSG00000187733,0
ENSG00000187735,5222
ENSG00000187736,43
ENSG00000187741,259
ENSG00000187742,2051
ENSG00000187747,0
ENSG00000187753,1
ENSG00000187754,0
ENSG00000187758,0
ENSG00000187762,0
ENSG00000187763,0
ENSG00000187764,1433
ENSG00000187766,0
ENSG00000187772,0
ENSG00000187773,22
ENSG00000187775,118
ENSG00000187778,3069
ENSG00000187783,1
ENSG00000187790,610
ENSG00000187791,0
ENSG00000187792,734
ENSG00000187796,100
ENSG00000187800,427
ENSG00000187801,186
ENSG00000187806,0
ENSG00000187808,53
ENSG00000187812,0
ENSG00000187815,487
ENSG00000187821,0
ENSG00000187823,0
ENSG00000187824,161
ENSG00000187833,0
ENSG00000187837,824
ENSG00000187838,14
ENSG00000187840,1158
ENSG00000187847,0
ENSG00000187848,9
ENSG00000187855,6
ENSG00000187857,0
ENSG00000187860,375
ENSG00000187862,9
ENSG00000187866,1280
ENSG00000187867,121
ENSG00000187870,3
ENSG00000187871,0
ENSG00000187889,62
ENSG00000187893,8
ENSG00000187900,0
ENSG00000187902,2
ENSG00000187904,2
ENSG00000187905,3
ENSG00000187908,7
ENSG00000187912,13
ENSG00000187918,0
ENSG00000187922,0
ENSG00000187942,106
ENSG00000187944,10
ENSG00000187950,7
ENSG00000187951,79
ENSG00000187952,3
ENSG00000187953,270
ENSG00000187954,2146
ENSG00000187955,18359
ENSG00000187957,3
ENSG00000187959,10
ENSG00000187961,150
ENSG00000187969,0
ENSG00000187979,0
ENSG00000187980,2
ENSG00000187984,57
ENSG00000187987,14
ENSG00000187988,0
ENSG00000187994,503
ENSG00000187997,0
ENSG00000187999,3
ENSG00000188000,11
ENSG00000188001,1526
ENSG00000188002,755
ENSG00000188004,88
ENSG00000188010,1288
ENSG00000188011,1
ENSG00000188013,45
ENSG00000188015,44
ENSG00000188021,8169
ENSG00000188026,675
ENSG00000188029,0
ENSG00000188032,5
ENSG00000188033,172
ENSG00000188037,15
ENSG00000188038,0
ENSG00000188039,60
ENSG00000188042,3953
ENSG00000188050,2
ENSG00000188051,50
ENSG00000188056,1
ENSG00000188060,336
ENSG00000188064,1195
ENSG00000188069,0
ENSG00000188070,1224
ENSG00000188076,0
ENSG00000188078,0
ENSG00000188086,30
ENSG00000188089,0
ENSG00000188092,240
ENSG00000188095,80
ENSG00000188100,26
ENSG00000188101,2
ENSG00000188107,84
ENSG00000188112,1807
ENSG00000188120,0
ENSG00000188124,0
ENSG00000188130,207
ENSG00000188133,48
ENSG00000188152,9
ENSG00000188153,3509
ENSG00000188155,0
ENSG00000188157,11365
ENSG00000188158,1109
ENSG00000188162,1
ENSG00000188163,0
ENSG00000188167,116
ENSG00000188171,1642
ENSG00000188175,15
ENSG00000188176,13
ENSG00000188177,1388
ENSG00000188185,167
ENSG00000188186,2923
ENSG00000188191,604
ENSG00000188199,6
ENSG00000188206,559
ENSG00000188211,103
ENSG00000188215,845
ENSG00000188219,11
ENSG00000188223,0
ENSG00000188227,370
ENSG00000188229,9723
ENSG00000188234,62
ENSG00000188242,509
ENSG00000188243,3920
ENSG00000188257,94
ENSG00000188263,50
ENSG00000188266,339
ENSG00000188269,4
ENSG00000188277,72
ENSG00000188280,0
ENSG00000188282,12
ENSG00000188283,527
ENSG00000188290,87
ENSG00000188293,55
ENSG00000188295,686
ENSG00000188305,24
ENSG00000188306,18
ENSG00000188312,453
ENSG00000188313,2341
ENSG00000188314,0
ENSG00000188315,480
ENSG00000188316,38
ENSG00000188321,507
ENSG00000188322,702
ENSG00000188324,0
ENSG00000188334,0
ENSG00000188338,133
ENSG00000188340,0
ENSG00000188342,1411
ENSG00000188343,1093
ENSG00000188352,3156
ENSG00000188365,8
ENSG00000188368,68
ENSG00000188372,177
ENSG00000188373,0
ENSG00000188375,21
ENSG00000188379,0
ENSG00000188383,1
ENSG00000188385,221
ENSG00000188386,0
ENSG00000188388,3
ENSG00000188389,43
ENSG00000188393,1
ENSG00000188394,1
ENSG00000188396,1
ENSG00000188399,0
ENSG00000188403,5
ENSG00000188404,760
ENSG00000188408,0
ENSG00000188419,2357
ENSG00000188425,1
ENSG00000188428,1169
ENSG00000188438,0
ENSG00000188439,0
ENSG00000188451,8
ENSG00000188452,478
ENSG00000188459,10
ENSG00000188460,11
ENSG00000188467,0
ENSG00000188477,16
ENSG00000188483,265
ENSG00000188486,922
ENSG00000188487,2
ENSG00000188488,1118
ENSG00000188493,696
ENSG00000188501,14
ENSG00000188505,2235
ENSG00000188508,2
ENSG00000188511,70
ENSG00000188512,1
ENSG00000188517,20
ENSG00000188522,1396
ENSG00000188523,7
ENSG00000188525,0
ENSG00000188529,6216
ENSG00000188536,10
ENSG00000188542,277
ENSG00000188549,845
ENSG00000188554,15085
ENSG00000188558,0
ENSG00000188559,3819
ENSG00000188566,376
ENSG00000188573,11
ENSG00000188580,88
ENSG00000188581,0
ENSG00000188582,2
ENSG00000188585,0
ENSG00000188596,49
ENSG00000188599,83
ENSG00000188603,2447
ENSG00000188610,25
ENSG00000188611,78
ENSG00000188612,11691
ENSG00000188613,933
ENSG00000188620,0
ENSG00000188624,117
ENSG00000188626,6
ENSG00000188629,1
ENSG00000188636,5678
ENSG00000188641,2300
ENSG00000188643,25423
ENSG00000188646,0
ENSG00000188647,2607
ENSG00000188649,2
ENSG00000188655,0
ENSG00000188656,0
ENSG00000188659,59
ENSG00000188660,0
ENSG00000188662,10
ENSG00000188668,0
ENSG00000188672,83
ENSG00000188674,0
ENSG00000188676,0
ENSG00000188677,2063
ENSG00000188681,120
ENSG00000188687,59
ENSG00000188690,2445
ENSG00000188691,0
ENSG00000188693,6
ENSG00000188694,0
ENSG00000188706,5203
ENSG00000188707,420
ENSG00000188710,11
ENSG00000188712,0
ENSG00000188716,1
ENSG00000188725,5456
ENSG00000188729,0
ENSG00000188730,2
ENSG00000188732,194
ENSG00000188735,1108
ENSG00000188738,107
ENSG00000188739,120
ENSG00000188747,141
ENSG00000188755,1
ENSG00000188760,109
ENSG00000188761,24
ENSG00000188763,10
ENSG00000188765,8
ENSG00000188766,228
ENSG00000188770,2
ENSG00000188771,2
ENSG00000188778,0
ENSG00000188779,8
ENSG00000188782,22
ENSG00000188783,5843
ENSG00000188784,0
ENSG00000188785,1124
ENSG00000188786,2561
ENSG00000188800,1
ENSG00000188801,2
ENSG00000188803,607
ENSG00000188807,871
ENSG00000188811,2195
ENSG00000188816,0
ENSG00000188817,3
ENSG00000188818,346
ENSG00000188820,106
ENSG00000188822,29
ENSG00000188825,247
ENSG00000188827,1156
ENSG00000188828,2
ENSG00000188831,0
ENSG00000188833,57
ENSG00000188846,16072
ENSG00000188848,22
ENSG00000188850,0
ENSG00000188856,1
ENSG00000188859,175
ENSG00000188868,271
ENSG00000188869,83
ENSG00000188873,24
ENSG00000188877,0
ENSG00000188878,329
ENSG00000188883,126
ENSG00000188886,11
ENSG00000188895,6404
ENSG00000188897,20
ENSG00000188906,930
ENSG00000188909,0
ENSG00000188910,24
ENSG00000188916,57
ENSG00000188917,1477
ENSG00000188921,1814
ENSG00000188931,0
ENSG00000188933,112
ENSG00000188937,1
ENSG00000188938,3568
ENSG00000188958,17
ENSG00000188959,1107
ENSG00000188976,4605
ENSG00000188981,10
ENSG00000188984,0
ENSG00000188985,20
ENSG00000188986,2641
ENSG00000188991,1
ENSG00000188992,7
ENSG00000188993,26
ENSG00000188994,3625
ENSG00000188996,0
ENSG00000188997,2114
ENSG00000189001,51
ENSG00000189002,0
ENSG00000189007,212
ENSG00000189013,2
ENSG00000189014,25
ENSG00000189023,0
ENSG00000189030,0
ENSG00000189037,0
ENSG00000189042,383
